Year,Status,Life Expectancy,Adult Mortality,Infant Deaths,Alcohol,Percentage Expenditure,Hepatitis B,Measles,BMI,Under-Five Deaths,Polio,Health Expenditure,Diphtheria,HIV/AIDS,GDP,Population,Income Composition of Resources,Schooling,Thinness 5-19 Years
2013,Developing,59.5,251.0,25,0.01,87.408,77.0,637,Normal,39,73.0,4.59,77.0,1.2,915.267,14451.0,0.466,10.3,14.3
2012,Developing,59.3,251.0,25,0.01,9.804,8.0,288,Normal,39,8.0,4.86,8.0,1.3,837.955,972916.0,0.458,10.0,14.7
2011,Developing,59.1,251.0,25,1.4,110.263,75.0,426,Normal,39,77.0,5.37,75.0,1.4,825.943,94682.0,0.454,9.8,15.1
2010,Developing,58.7,254.0,25,1.33,94.257,76.0,392,Normal,39,77.0,4.95,76.0,1.4,757.696,9199259.0,0.451,9.5,15.399999999999999
2009,Developing,58.4,259.0,25,1.16,71.014,79.0,1461,Normal,39,8.0,4.46,79.0,1.6,793.452,894476.0,0.448,9.3,15.7
2008,Developing,57.6,278.0,25,1.28,7.615,75.0,928,Normal,39,77.0,4.2,75.0,1.8,82.151,8696916.0,0.444,9.1,16.1
2007,Developing,57.1,283.0,25,1.12,7.493,82.0,341,Normal,39,82.0,4.55,82.0,2.0,76.535,8454791.0,0.438,8.9,16.5
2006,Developing,56.8,284.0,25,1.19,75.914,74.0,176,Normal,39,76.0,4.75,74.0,2.0,625.839,8216896.0,0.434,8.7,16.9
2005,Developing,56.5,285.0,25,1.13,7.107,7.0,210,Underweight,39,73.0,4.73,7.0,2.1,61.8,7982225.0,0.43,8.5,17.299999999999997
2004,Developing,56.1,285.0,25,1.15,10.736,75.0,262,Underweight,39,74.0,4.56,72.0,2.1,583.494,7754.0,0.423,8.1,17.700000000000003
2003,Developing,55.8,285.0,25,1.35,8.932,73.0,217,Normal,40,75.0,4.63,73.0,2.1,519.292,752555.0,0.416,7.7,18.1
2002,Developing,55.6,283.0,25,1.23,40.488,15.0,1588,Normal,40,76.0,4.27,75.0,2.1,418.699,7295394.0,0.407,7.3,18.5
2014,Developing,69.4,216.0,0,0.01,209.392,99.0,0,Normal,1,98.0,3.57,99.0,0.5,2522.797,776448.0,0.596,12.5,31.9
2013,Developing,69.1,219.0,0,0.01,19.791,97.0,0,Normal,1,97.0,3.83,97.0,0.6,235.883,764961.0,0.589,12.6,32.4
2012,Developing,68.7,223.0,0,0.01,188.737,97.0,1,Normal,1,97.0,3.7,97.0,0.6,2422.816,752967.0,0.581,12.3,32.8
2011,Developing,68.3,225.0,0,0.23,289.852,95.0,10,Normal,1,95.0,4.73,95.0,0.5,2458.46,7451.0,0.572,11.9,33.3
2010,Developing,67.9,228.0,1,0.28,244.039,91.0,21,Underweight,1,92.0,5.17,91.0,0.5,2178.921,727641.0,0.0,11.4,33.900000000000006
2009,Developing,67.4,232.0,1,0.17,27.489,93.0,6,Normal,1,93.0,6.3,93.0,0.4,177.234,714458.0,0.0,10.9,34.3
2008,Developing,67.0,234.0,1,0.21,302.668,96.0,7,Normal,1,96.0,6.58,96.0,0.4,1795.181,795.0,0.0,10.5,34.900000000000006
2007,Developing,66.5,238.0,1,0.16,283.806,95.0,11,Underweight,1,93.0,5.88,95.0,0.3,1741.143,686958.0,0.0,10.1,35.400000000000006
2006,Developing,65.8,245.0,1,0.29,169.202,95.0,2,Underweight,1,96.0,5.27,95.0,0.3,1335.457,672228.0,0.0,9.6,35.8
2005,Developing,65.0,254.0,1,0.73,145.597,95.0,11,Underweight,1,95.0,5.28,95.0,0.3,1247.614,656639.0,0.0,9.2,36.400000000000006
2004,Developing,64.2,263.0,1,0.96,2.587,89.0,3,Underweight,1,9.0,4.41,89.0,0.3,197.458,64282.0,0.0,8.8,36.8
2003,Developing,63.3,273.0,1,0.52,19.157,95.0,0,Underweight,1,96.0,4.9,95.0,0.2,997.742,623434.0,0.0,8.4,37.400000000000006
2002,Developing,62.5,282.0,1,0.29,151.976,83.0,27,Underweight,1,89.0,7.75,86.0,0.1,885.638,66399.0,0.0,8.0,38.0
2001,Developing,61.7,29.0,1,0.14,8.574,89.0,756,Underweight,1,88.0,5.91,88.0,0.1,87.939,5896.0,0.0,7.6,38.5
2000,Developing,62.0,312.0,1,0.17,93.359,98.0,418,Underweight,1,98.0,6.91,92.0,0.1,765.863,573416.0,0.0,7.3,39.099999999999994
2014,Developing,77.2,89.0,0,4.03,732.866,89.0,3000,Obese,0,86.0,9.57,86.0,0.1,5193.949,35662.0,0.742,14.2,4.8
2013,Developing,77.0,9.0,0,4.12,75.611,91.0,0,Obese,0,87.0,9.46,89.0,0.1,535.866,364999.0,0.735,14.2,4.8
2012,Developing,76.8,92.0,0,4.61,693.823,92.0,22,Obese,0,87.0,9.94,92.0,0.1,4716.673,36482.0,0.728,13.9,5.0
2011,Developing,76.9,92.0,0,4.64,7.959,88.0,10,Obese,0,89.0,9.71,88.0,0.1,55.157,3688865.0,0.711,13.4,5.1
2010,Developing,76.4,94.0,0,4.54,630.388,89.0,45,Obese,0,9.0,9.58,89.0,0.1,4611.473,372284.0,0.717,13.3,5.2
2009,Developing,76.1,97.0,0,4.75,645.021,9.0,22,Obese,0,9.0,9.64,9.0,0.1,4697.897,3746561.0,0.716,13.3,5.4
2008,Developing,76.0,98.0,0,5.13,66.046,88.0,8,Obese,0,92.0,8.58,91.0,0.1,575.317,3763599.0,0.71,13.1,5.5
2007,Developing,75.4,16.0,0,5.16,8.24,94.0,166,Obese,0,95.0,8.37,95.0,0.1,418.292,3774.0,0.703,12.9,5.6
2006,Developing,75.7,1.0,0,4.82,38.254,9.0,17,Obese,0,91.0,8.28,87.0,0.1,344.322,3779468.0,0.697,12.7,5.699999999999999
2005,Developing,75.0,12.0,0,4.56,45.714,93.0,23,Underweight,0,95.0,8.5,93.0,0.1,2968.412,378153.0,0.0,12.5,5.8
2004,Developing,75.5,99.0,0,4.25,3.48,36.0,28,Obese,0,87.0,9.4,84.0,0.1,265.643,3781287.0,0.0,12.3,6.0
2014,Developing,65.1,268.0,2,0.01,662.802,95.0,1,Obese,2,96.0,5.41,95.0,2.3,7497.762,2168573.0,0.697,12.6,13.100000000000001
2013,Developing,64.2,286.0,2,0.01,1.118,95.0,1,Obese,2,96.0,5.84,95.0,2.8,77.626,212857.0,0.693,12.6,13.7
2012,Developing,63.4,3.0,2,0.01,12.834,95.0,7,Obese,3,96.0,6.27,95.0,4.4,729.231,289315.0,0.687,12.5,14.3
2011,Developing,62.2,325.0,2,5.76,668.956,95.0,8,Obese,3,96.0,5.25,95.0,5.5,7645.215,251339.0,0.678,12.4,15.100000000000001
2010,Developing,61.1,349.0,2,5.99,547.039,95.0,853,Obese,3,96.0,5.64,95.0,6.2,6346.156,214866.0,0.669,12.3,15.8
2009,Developing,59.2,393.0,2,5.01,426.786,94.0,184,Obese,3,96.0,6.39,96.0,9.0,5185.73,1979882.0,0.661,12.2,16.6
2008,Developing,57.5,427.0,2,6.56,476.863,94.0,0,Obese,3,96.0,5.55,96.0,12.7,5623.38,1946351.0,0.646,12.1,17.4
2007,Developing,56.9,436.0,2,6.21,512.589,93.0,1,Obese,3,96.0,4.71,96.0,13.4,5714.479,1914414.0,0.63,12.1,18.2
2006,Developing,54.8,491.0,2,6.45,76.319,93.0,6,Obese,3,96.0,4.93,96.0,14.4,5374.555,1884238.0,0.61,11.9,19.0
2005,Developing,51.7,566.0,2,6.37,629.843,92.0,5,Obese,3,96.0,5.62,96.0,20.6,5351.254,1855852.0,0.593,11.9,10.9
2004,Developing,48.1,652.0,2,4.9,469.582,91.0,1,Obese,4,96.0,5.56,96.0,28.4,4896.584,182933.0,0.58,11.8,2.9
2003,Developing,46.4,693.0,2,5.51,299.367,9.0,59,Obese,4,96.0,4.65,96.0,31.9,4163.66,184339.0,0.567,11.8,3.7
2002,Developing,46.0,699.0,2,6.41,6.33,88.0,7,Obese,4,97.0,6.47,97.0,34.6,355.618,1779953.0,0.558,11.9,22.700000000000003
2001,Developing,46.7,679.0,2,5.48,306.953,87.0,1,Underweight,4,97.0,5.73,97.0,37.2,3128.978,1754935.0,0.56,11.8,23.6
2000,Developing,47.8,647.0,2,5.37,250.892,86.0,2672,Overweight,4,97.0,4.64,97.0,38.8,3349.688,172834.0,0.559,11.7,24.5
2014,Developing,74.8,144.0,44,7.32,83.165,96.0,876,Obese,49,96.0,8.32,93.0,0.1,1226.617,24213133.0,0.747,15.2,5.4
2013,Developing,74.7,146.0,46,7.24,916.271,96.0,220,Obese,52,96.0,8.48,97.0,0.1,12216.945,2248632.0,0.734,14.2,5.5
2012,Developing,74.5,148.0,49,7.55,843.195,96.0,2,Obese,54,96.0,8.26,95.0,0.1,12291.467,256983.0,0.73,14.2,5.6
2011,Developing,74.1,152.0,51,7.58,1085.0,98.0,43,Obese,57,98.0,8.9,99.0,0.1,13167.473,198686688.0,0.724,14.0,5.699999999999999
2010,Developing,73.8,154.0,54,7.52,1111.191,96.0,68,Obese,61,99.0,8.27,99.0,0.1,11224.155,196796269.0,0.716,13.8,5.8
2009,Developing,73.6,157.0,57,7.33,564.523,99.0,0,Obese,64,99.0,8.65,99.0,0.1,8553.385,194895996.0,0.714,13.8,5.9
2008,Developing,73.4,158.0,61,7.21,526.378,96.0,0,Underweight,68,99.0,8.24,99.0,0.1,8787.614,19297929.0,0.704,13.3,6.0
2007,Developing,73.3,159.0,65,7.19,394.932,99.0,0,Obese,73,99.0,8.28,99.0,0.1,7313.558,19126637.0,0.7,13.5,6.1
2006,Developing,73.0,161.0,70,7.1,30.304,99.0,57,Obese,79,99.0,8.36,99.0,0.1,586.146,18912412.0,0.698,13.8,6.2
2005,Developing,72.7,163.0,75,6.97,23.764,98.0,6,Obese,85,99.0,8.27,99.0,0.1,477.183,186917361.0,0.694,13.8,6.300000000000001
2004,Developing,72.0,17.0,81,6.85,186.609,96.0,0,Obese,93,99.0,7.7,99.0,0.1,3623.477,184738458.0,0.695,14.0,6.4
2003,Developing,71.8,172.0,88,6.95,15.858,97.0,2,Obese,100,99.0,6.94,99.0,0.1,359.588,182482149.0,0.699,14.8,6.6
2002,Developing,71.4,176.0,95,7.0,140.982,92.0,1,Obese,109,99.0,7.13,99.0,0.1,2819.65,1815121.0,0.692,14.6,6.6
2001,Developing,71.0,179.0,103,7.13,149.48,91.0,1,Obese,118,99.0,7.19,98.0,0.1,3146.952,1777567.0,0.685,14.3,6.8
2000,Developing,75.0,183.0,111,7.26,179.478,94.0,36,Obese,127,99.0,7.3,98.0,0.1,3739.119,175287587.0,0.677,14.1,6.8
2014,Developed,74.3,138.0,1,12.03,153.14,95.0,0,Obese,1,88.0,8.44,88.0,0.1,7853.335,7223938.0,0.787,14.8,3.8
2013,Developed,74.1,14.0,1,12.06,149.66,95.0,14,Obese,1,95.0,7.93,95.0,0.1,7674.866,7265115.0,0.781,14.4,3.8
2012,Developed,73.9,139.0,1,10.99,851.451,95.0,1,Obese,1,95.0,7.11,95.0,0.1,7378.255,735888.0,0.778,14.3,3.8
2011,Developed,73.7,144.0,1,10.67,875.15,96.0,157,Obese,1,95.0,6.88,95.0,0.1,7813.835,7348328.0,0.775,14.2,4.0
2010,Developed,73.4,147.0,1,10.8,766.445,95.0,22004,Obese,1,94.0,7.24,94.0,0.1,6843.263,7395599.0,0.77,13.9,4.0
2009,Developed,73.2,152.0,1,10.93,661.514,96.0,2249,Obese,1,94.0,6.78,94.0,0.1,6955.988,7444443.0,0.768,13.8,4.1
2008,Developed,72.9,155.0,1,10.98,107.983,96.0,1,Obese,1,96.0,6.61,95.0,0.1,7296.122,7492561.0,0.761,13.8,4.2
2007,Developed,72.6,157.0,1,10.89,591.51,95.0,1,Underweight,1,95.0,6.41,95.0,0.1,5932.9,7545338.0,0.755,13.5,4.300000000000001
2006,Developed,72.2,161.0,1,10.39,508.63,96.0,1,Underweight,1,96.0,6.67,95.0,0.1,4513.136,76122.0,0.75,13.5,4.4
2005,Developed,72.1,16.0,1,10.48,456.34,96.0,3,Obese,1,97.0,7.8,96.0,0.1,3893.69,7658972.0,0.745,13.5,4.5
2004,Developed,72.2,157.0,1,10.96,384.147,94.0,0,Obese,1,94.0,7.9,95.0,0.1,3381.578,771686.0,0.738,13.3,4.6
2003,Developed,72.0,155.0,1,11.19,32.386,96.0,0,Obese,1,96.0,7.43,96.0,0.1,271.468,7775327.0,0.729,12.9,4.699999999999999
2002,Developed,71.8,157.0,1,10.2,33.268,88.0,0,Obese,1,94.0,7.41,93.0,0.1,287.535,7837161.0,0.723,12.9,4.8
2001,Developed,71.6,16.0,1,10.72,25.063,93.0,8,Obese,1,94.0,7.23,94.0,0.1,1764.974,89142.0,0.713,12.9,4.9
2000,Developed,71.1,163.0,1,9.69,15.236,94.0,46,Obese,1,94.0,6.7,93.0,0.1,169.286,817172.0,0.709,12.9,5.0
2014,Developing,59.3,268.0,39,0.01,8.386,91.0,343,Normal,63,91.0,4.96,91.0,0.6,75.146,17585977.0,0.398,7.7,15.899999999999999
2013,Developing,59.0,27.0,40,4.64,88.97,88.0,375,Underweight,66,89.0,5.91,88.0,0.7,699.453,1772723.0,0.392,7.5,16.3
2012,Developing,58.6,271.0,41,4.75,78.77,9.0,7362,Underweight,68,9.0,5.33,9.0,0.8,673.823,16571216.0,0.384,7.2,16.7
2011,Developing,58.1,275.0,42,4.51,85.556,91.0,860,Underweight,71,9.0,5.17,91.0,0.9,666.843,168194.0,0.377,6.7,17.200000000000003
2010,Developing,57.5,279.0,43,4.55,90.46,91.0,2511,Underweight,74,9.0,7.17,91.0,1.0,575.446,1565217.0,0.365,6.3,17.6
2009,Developing,56.9,283.0,44,4.55,81.143,92.0,54118,Underweight,77,91.0,7.41,92.0,1.1,552.746,1514199.0,0.356,5.9,18.1
2008,Developing,56.1,288.0,45,4.5,107.799,93.0,395,Underweight,80,92.0,6.77,93.0,1.5,569.761,14689726.0,0.345,5.4,18.6
2007,Developing,55.3,293.0,46,4.58,73.927,89.0,12,Underweight,83,93.0,6.63,89.0,1.7,475.111,1425221.0,0.334,4.9,19.1
2006,Developing,54.3,32.0,47,4.73,64.24,76.0,125,Underweight,86,94.0,6.58,86.0,2.0,422.633,13829177.0,0.325,4.7,10.6
2014,Developing,59.1,297.0,22,0.01,41.252,95.0,0,Underweight,32,95.0,7.54,95.0,0.7,312.749,989179.0,0.404,10.6,14.7
2013,Developing,58.6,33.0,22,0.01,40.151,96.0,0,Underweight,32,96.0,8.3,96.0,1.0,282.756,96186.0,0.398,10.5,14.8
2012,Developing,58.0,312.0,22,0.01,38.732,96.0,49,Underweight,33,96.0,8.21,96.0,1.2,265.286,931971.0,0.393,10.3,15.0
2011,Developing,57.4,321.0,22,4.16,3.596,96.0,129,Underweight,33,95.0,8.58,96.0,1.5,26.48,94358.0,0.385,9.9,15.2
2010,Developing,56.8,33.0,23,4.16,31.142,96.0,495,Underweight,34,94.0,8.82,96.0,1.9,231.194,876693.0,0.361,9.3,15.4
2009,Developing,56.2,338.0,23,4.05,2.03,94.0,305,Underweight,34,96.0,6.96,94.0,2.4,24.945,848931.0,0.336,8.6,15.6
2008,Developing,55.3,35.0,23,4.33,15.994,92.0,173,Underweight,35,89.0,7.86,92.0,2.9,196.247,8212264.0,0.319,7.9,15.8
2007,Developing,54.8,355.0,24,4.54,1.727,99.0,43,Underweight,36,93.0,1.3,99.0,3.4,17.8,7939573.0,0.309,7.2,16.0
2006,Developing,54.1,361.0,24,4.5,21.249,92.0,784,Underweight,36,88.0,11.49,92.0,3.8,165.879,7675338.0,0.29,5.9,16.299999999999997
2005,Developing,53.4,369.0,24,5.54,1.747,87.0,0,Underweight,37,82.0,9.84,87.0,4.3,15.574,7423289.0,0.286,5.6,16.5
2004,Developing,52.6,378.0,24,5.72,11.227,83.0,2,Underweight,38,76.0,7.1,83.0,4.8,127.43,7182451.0,0.279,5.2,16.8
2014,Developing,73.0,117.0,0,0.01,414.024,97.0,0,Underweight,0,95.0,4.76,95.0,0.2,3529.618,526437.0,0.643,13.5,13.5
2013,Developing,72.8,12.0,0,0.01,325.63,94.0,0,Overweight,0,93.0,4.29,93.0,0.2,3558.796,5216.0,0.643,13.6,13.8
2012,Developing,72.7,121.0,0,0.01,33.559,94.0,0,Overweight,0,94.0,4.61,94.0,0.3,348.483,513979.0,0.636,13.2,14.2
2011,Developing,72.6,122.0,0,5.07,4.409,9.0,0,Overweight,0,9.0,4.6,9.0,0.3,367.429,5867.0,0.632,13.1,14.5
2010,Developing,72.5,123.0,0,4.75,286.891,98.0,0,Overweight,0,99.0,4.83,99.0,0.4,3312.826,52384.0,0.627,12.7,14.8
2009,Developing,72.4,124.0,0,4.45,339.978,98.0,0,Overweight,0,99.0,4.24,99.0,0.4,3444.557,496963.0,0.621,12.4,15.2
2008,Developing,72.4,124.0,0,4.16,360.621,98.0,0,Overweight,0,99.0,3.96,99.0,0.4,3638.959,491723.0,0.615,12.2,15.6
2007,Developing,72.3,126.0,0,5.28,345.464,96.0,0,Overweight,0,98.0,4.3,98.0,0.6,3112.286,486438.0,0.602,11.9,16.1
2006,Developing,72.1,129.0,0,4.25,26.451,95.0,0,Normal,0,97.0,5.11,96.0,0.6,234.29,48795.0,0.596,11.9,16.6
2005,Developing,71.8,134.0,0,4.26,3.35,93.0,0,Normal,0,95.0,4.86,95.0,0.8,248.135,474567.0,0.582,11.2,17.0
2004,Developing,71.4,14.0,0,4.19,240.14,91.0,0,Normal,0,94.0,5.6,93.0,0.8,1976.459,467664.0,0.574,11.1,17.4
2003,Developing,71.1,144.0,0,4.16,209.086,66.0,0,Normal,0,93.0,5.0,92.0,0.9,1768.921,46147.0,0.572,11.3,17.8
2002,Developing,77.0,148.0,0,3.82,155.207,4.0,0,Normal,0,92.0,5.17,91.0,0.8,1373.516,45216.0,0.569,11.3,18.299999999999997
2014,Developing,68.3,179.0,11,0.01,12.18,88.0,0,Normal,12,87.0,5.68,88.0,0.2,198.687,152779.0,0.553,10.9,12.9
2013,Developing,67.8,183.0,11,0.01,8.758,83.0,0,Underweight,13,66.0,5.93,83.0,0.2,128.42,1522692.0,0.546,10.8,22.1
2012,Developing,67.4,186.0,12,0.01,6.915,86.0,15,Underweight,14,84.0,6.24,86.0,0.3,95.244,14776866.0,0.54,10.7,22.2
2011,Developing,67.0,19.0,13,2.12,60.186,88.0,722,Underweight,15,87.0,5.64,88.0,0.3,882.491,14537886.0,0.533,10.7,22.2
2010,Developing,66.6,192.0,14,2.2,56.884,89.0,1156,Underweight,16,88.0,5.95,89.0,0.5,785.693,143874.0,0.519,10.6,22.3
2009,Developing,66.1,195.0,15,2.13,48.354,92.0,4779,Underweight,17,95.0,6.36,94.0,0.6,738.233,14928.0,0.52,10.5,22.5
2008,Developing,65.6,199.0,16,2.24,53.1,91.0,4211,Underweight,18,91.0,5.55,91.0,0.7,745.788,138859.0,0.511,10.5,22.6
2007,Developing,65.0,24.0,16,2.08,57.735,82.0,394,Underweight,20,82.0,3.75,82.0,0.9,631.676,13676693.0,0.495,10.3,22.8
2006,Developing,64.1,216.0,17,2.03,51.504,8.0,188,Underweight,21,8.0,4.48,8.0,1.1,539.879,13474489.0,0.483,10.1,23.0
2014,Developing,56.7,366.0,47,0.01,61.393,87.0,831,Overweight,71,86.0,4.1,87.0,3.7,1441.142,2223994.0,0.507,10.4,11.4
2013,Developing,56.4,364.0,48,0.01,63.079,89.0,760,Overweight,73,88.0,4.29,89.0,4.0,1365.344,21655715.0,0.501,10.4,11.6
2012,Developing,55.9,369.0,50,0.01,68.558,85.0,609,Overweight,76,85.0,4.34,85.0,4.6,1255.648,2182383.0,0.496,10.4,11.8
2011,Developing,55.6,371.0,51,6.19,83.181,82.0,504,Overweight,79,8.0,3.96,82.0,4.9,1295.65,252447.0,0.486,10.0,12.0
2010,Developing,55.3,37.0,53,6.15,100.899,84.0,240,Overweight,82,83.0,5.28,84.0,5.5,1182.869,1997495.0,0.48,9.7,12.3
2009,Developing,54.8,373.0,54,5.89,9.043,8.0,251,Overweight,85,79.0,5.7,8.0,6.3,123.195,19432541.0,0.473,9.2,12.6
2008,Developing,54.2,382.0,56,5.9,68.707,84.0,495,Normal,87,82.0,5.18,84.0,6.7,1233.524,18978.0,0.466,8.8,12.9
2007,Developing,53.6,395.0,57,5.44,7.563,82.0,100,Normal,89,81.0,4.76,82.0,7.0,111.712,18395389.0,0.456,8.0,13.2
2006,Developing,53.3,394.0,58,5.22,0.962,81.0,196,Normal,91,78.0,4.69,81.0,7.2,12.989,17899562.0,0.456,8.2,13.5
2005,Developing,52.8,4.0,58,5.03,73.033,79.0,605,Normal,93,79.0,4.75,8.0,7.4,952.187,1742795.0,0.456,8.3,13.9
2014,Developing,82.0,65.0,2,8.1,102.19,55.0,418,Obese,2,91.0,1.45,91.0,0.1,544.434,35544564.0,0.912,15.9,1.0
2013,Developing,81.8,67.0,2,8.2,9733.228,55.0,83,Obese,2,91.0,1.67,91.0,0.1,52413.721,35155451.0,0.909,15.9,1.0
2012,Developing,81.6,68.0,2,8.3,9748.636,7.0,10,Obese,2,99.0,1.78,95.0,0.1,52496.695,3475545.0,0.907,15.9,1.0
2011,Developing,81.5,68.0,2,8.2,971.928,7.0,803,Obese,2,87.0,1.82,87.0,0.1,5282.218,3434278.0,0.903,15.9,1.0
2010,Developing,81.2,7.0,2,8.4,8649.675,56.0,99,Obese,2,88.0,11.2,89.0,0.1,47447.476,345274.0,0.898,15.9,0.9
2009,Developing,81.0,72.0,2,8.4,864.95,42.0,14,Obese,2,89.0,11.17,91.0,0.1,4773.454,33628571.0,0.898,15.9,0.9
2008,Developing,87.0,74.0,2,8.3,8433.937,28.0,62,Obese,2,89.0,1.3,92.0,0.1,46596.336,33245773.0,0.897,15.8,0.9
2007,Developing,85.0,74.0,2,8.3,7946.744,14.0,101,Obese,2,9.0,9.83,94.0,0.1,44544.527,32887928.0,0.894,15.8,0.9
2006,Developing,85.0,75.0,2,8.2,771.182,14.0,13,Obese,2,95.0,9.75,95.0,0.1,4386.699,325755.0,0.891,15.8,0.9
2005,Developing,81.0,76.0,2,8.0,6333.178,14.0,6,Obese,2,93.0,9.57,93.0,0.1,36189.588,32312.0,0.886,15.8,0.9
2004,Developing,80.0,77.0,2,7.8,5513.33,14.0,7,Underweight,2,91.0,9.56,91.0,0.1,31979.872,31995.0,0.881,15.8,0.9
2003,Developing,79.7,78.0,2,7.7,4687.846,14.0,15,Underweight,2,88.0,9.54,91.0,0.1,28172.149,31676.0,0.877,15.8,0.9
2014,Developing,58.0,437.0,15,0.01,53.44,47.0,210,Normal,22,47.0,4.2,47.0,4.5,377.132,4515392.0,0.345,7.1,16.700000000000003
2013,Developing,49.9,451.0,16,0.01,52.378,23.0,596,Normal,23,23.0,3.82,23.0,5.1,337.485,4499653.0,0.37,7.1,17.0
2012,Developing,53.0,439.0,16,0.01,7.345,47.0,141,Normal,23,47.0,3.62,47.0,5.1,486.411,449416.0,0.366,7.1,17.299999999999997
2011,Developing,49.8,443.0,16,1.66,58.529,47.0,679,Underweight,24,47.0,3.73,47.0,5.8,494.337,4476153.0,0.361,6.8,17.6
2010,Developing,49.2,446.0,17,1.67,43.484,45.0,2,Underweight,24,46.0,3.9,45.0,6.6,446.443,4448525.0,0.352,6.6,17.9
2009,Developing,48.6,453.0,17,1.56,40.452,42.0,11,Normal,25,45.0,3.58,42.0,7.3,449.962,44423.0,0.345,6.4,18.2
2014,Developing,52.6,362.0,46,0.01,11.302,37.0,1275,Normal,78,44.0,3.62,37.0,2.9,125.999,13569438.0,0.39,7.3,17.2
2013,Developing,52.2,366.0,46,0.64,76.524,39.0,226,Underweight,78,46.0,3.42,39.0,3.1,986.132,13133589.0,0.387,7.3,17.5
2012,Developing,51.8,367.0,46,0.62,57.824,4.0,120,Underweight,79,51.0,3.0,4.0,3.6,973.473,1275135.0,0.381,7.3,17.9
2011,Developing,51.6,365.0,46,0.56,67.763,33.0,8650,Underweight,79,4.0,3.17,33.0,3.9,989.236,12288651.0,0.37,6.7,18.299999999999997
2010,Developing,51.2,364.0,46,0.5,43.573,39.0,194,Underweight,80,43.0,2.95,39.0,4.1,896.57,1188722.0,0.36,6.7,18.700000000000003
2009,Developing,57.0,37.0,46,0.47,4.983,24.0,165,Underweight,80,32.0,3.31,24.0,4.4,84.456,1152786.0,0.343,6.3,19.1
2008,Developing,49.6,394.0,46,0.45,49.092,17.0,63,Underweight,80,3.0,2.92,19.0,4.7,929.772,11133861.0,0.338,6.0,19.5
2014,Developing,83.0,83.0,2,7.16,2353.0,95.0,0,Obese,2,95.0,7.79,95.0,0.1,14817.378,17613798.0,0.841,16.2,1.6
2013,Developing,81.0,84.0,2,7.2,2442.222,9.0,0,Obese,2,9.0,7.53,91.0,0.1,15941.397,17462982.0,0.831,15.6,1.6
2012,Developing,79.9,84.0,2,6.76,2260.778,9.0,0,Obese,2,9.0,7.24,9.0,0.1,15431.929,1739746.0,0.826,15.5,1.6
2011,Developing,79.8,86.0,2,7.26,211.614,94.0,6,Obese,2,93.0,7.0,94.0,0.1,1475.692,17153357.0,0.82,15.4,1.6
2010,Developing,79.1,89.0,2,7.93,177.493,92.0,0,Underweight,2,92.0,6.97,92.0,0.1,1286.178,16993354.0,0.815,15.2,1.7000000000000002
2009,Developing,79.3,91.0,2,7.67,181.526,94.0,1,Obese,2,94.0,7.39,94.0,0.1,1243.328,16829442.0,0.816,15.3,1.7000000000000002
2008,Developing,79.6,88.0,2,7.31,241.553,95.0,0,Obese,2,95.0,6.87,95.0,0.1,1781.367,16661942.0,0.804,15.2,1.8
2007,Developing,78.9,9.0,2,7.39,209.488,92.0,0,Obese,2,95.0,6.35,96.0,0.1,1526.877,16491687.0,0.797,14.8,1.8
2006,Developing,78.9,91.0,2,7.33,1275.69,95.0,0,Obese,2,94.0,6.18,94.0,0.1,9484.681,16319792.0,0.796,14.9,1.8
2014,Developing,75.8,86.0,171,5.78,109.874,99.0,52628,Obese,198,99.0,5.55,99.0,0.1,7683.524,136427.0,0.723,13.1,6.7
2013,Developing,75.6,88.0,185,5.79,9.956,99.0,26883,Underweight,216,99.0,5.39,99.0,0.1,777.776,135738.0,0.713,12.7,7.0
2012,Developing,75.4,89.0,201,5.74,94.434,99.0,6183,Underweight,233,99.0,5.26,99.0,0.1,6337.883,135695.0,0.703,12.4,7.199999999999999
2011,Developing,75.2,91.0,215,5.63,91.267,99.0,9943,Overweight,251,99.0,5.3,99.0,0.1,5633.796,134413.0,0.7,12.8,7.6
2010,Developing,75.0,92.0,231,5.75,5.661,99.0,38159,Overweight,268,99.0,4.89,99.0,0.1,456.512,133775.0,0.691,12.5,7.800000000000001
2009,Developing,74.9,93.0,248,4.88,50.283,99.0,52461,Overweight,288,99.0,5.8,99.0,0.1,3838.434,133126.0,0.682,12.2,8.2
2008,Developing,74.5,97.0,266,4.27,39.225,95.0,131441,Overweight,308,99.0,4.59,97.0,0.1,3471.248,1324655.0,0.672,11.9,8.5
2007,Developing,74.4,96.0,285,3.88,312.662,92.0,109023,Overweight,332,94.0,4.32,93.0,0.1,2695.366,1317885.0,0.659,11.4,8.8
2006,Developing,74.2,98.0,307,3.28,29.743,91.0,99602,Normal,360,94.0,4.52,93.0,0.1,299.23,13112.0,0.646,11.0,9.1
2005,Developing,73.9,99.0,332,2.92,171.66,84.0,124219,Normal,392,87.0,4.66,87.0,0.1,1753.418,13372.0,0.634,10.6,9.4
2004,Developing,73.5,11.0,360,3.04,1.587,79.0,70549,Normal,427,87.0,4.72,87.0,0.1,158.668,129675.0,0.622,10.2,9.7
2003,Developing,73.1,13.0,391,2.96,122.937,75.0,71879,Normal,467,87.0,4.82,86.0,0.1,1288.643,12884.0,0.61,9.9,10.0
